product_id,name,description,interest_rate_type,base_rate,term_months,min_amount,max_amount
277,LoanProd-0277 Auto,LoanProd-0277 Auto product for customers,VARIABLE,13.83,120,100000,5000000
278,LoanProd-0278 Auto,LoanProd-0278 Auto product for customers,FIXED,6.23,84,200000,10000000
279,LoanProd-0279 Personal,LoanProd-0279 Personal product for customers,VARIABLE,6.04,60,100000,1000000
280,LoanProd-0280 Auto,LoanProd-0280 Auto product for customers,VARIABLE,12.17,60,50000,5000000
281,LoanProd-0281 Personal,LoanProd-0281 Personal product for customers,FIXED,12.97,84,200000,5000000
282,LoanProd-0282 Agriculture,LoanProd-0282 Agriculture product for customers,FIXED,8.85,120,100000,5000000
283,LoanProd-0283 Agriculture,LoanProd-0283 Agriculture product for customers,FIXED,8.89,84,10000,1000000
284,LoanProd-0284 Gold,LoanProd-0284 Gold product for customers,VARIABLE,9.21,24,10000,500000
285,LoanProd-0285 Business,LoanProd-0285 Business product for customers,FIXED,8.24,120,50000,500000
286,LoanProd-0286 Education,LoanProd-0286 Education product for customers,VARIABLE,9.57,84,200000,1000000
287,LoanProd-0287 Agriculture,LoanProd-0287 Agriculture product for customers,VARIABLE,8.16,120,100000,500000
288,LoanProd-0288 Auto,LoanProd-0288 Auto product for customers,FIXED,6.51,24,100000,5000000
289,LoanProd-0289 Home,LoanProd-0289 Home product for customers,VARIABLE,6.31,24,10000,5000000
290,LoanProd-0290 Personal,LoanProd-0290 Personal product for customers,FIXED,11.26,60,10000,5000000
291,LoanProd-0291 Auto,LoanProd-0291 Auto product for customers,VARIABLE,7.82,12,50000,10000000
292,LoanProd-0292 Gold,LoanProd-0292 Gold product for customers,VARIABLE,12.17,84,50000,1000000
293,LoanProd-0293 Agriculture,LoanProd-0293 Agriculture product for customers,VARIABLE,10.96,120,100000,1000000
294,LoanProd-0294 Home,LoanProd-0294 Home product for customers,FIXED,6.89,24,100000,500000
295,LoanProd-0295 Personal,LoanProd-0295 Personal product for customers,FIXED,9.21,24,200000,5000000
296,LoanProd-0296 Auto,LoanProd-0296 Auto product for customers,VARIABLE,12.72,48,50000,5000000
297,LoanProd-0297 Home,LoanProd-0297 Home product for customers,FIXED,10.19,48,50000,1000000
298,LoanProd-0298 Gold,LoanProd-0298 Gold product for customers,VARIABLE,8.79,36,10000,5000000
299,LoanProd-0299 Education,LoanProd-0299 Education product for customers,VARIABLE,13.81,120,10000,1000000
300,LoanProd-0300 Personal,LoanProd-0300 Personal product for customers,FIXED,6.63,84,100000,5000000
301,LoanProd-0301 Agriculture,LoanProd-0301 Agriculture product for customers,VARIABLE,8.5,84,50000,10000000
302,LoanProd-0302 Education,LoanProd-0302 Education product for customers,FIXED,13.39,48,50000,10000000
303,LoanProd-0303 Auto,LoanProd-0303 Auto product for customers,FIXED,9.33,24,50000,10000000
304,LoanProd-0304 Personal,LoanProd-0304 Personal product for customers,VARIABLE,6.76,120,50000,500000
305,LoanProd-0305 Education,LoanProd-0305 Education product for customers,VARIABLE,12.64,36,200000,1000000
306,LoanProd-0306 Agriculture,LoanProd-0306 Agriculture product for customers,VARIABLE,8.06,12,50000,10000000
307,LoanProd-0307 Home,LoanProd-0307 Home product for customers,VARIABLE,10.21,60,200000,10000000
308,LoanProd-0308 Auto,LoanProd-0308 Auto product for customers,FIXED,10.71,12,200000,1000000
309,LoanProd-0309 Home,LoanProd-0309 Home product for customers,VARIABLE,7.92,120,50000,5000000
310,LoanProd-0310 Home,LoanProd-0310 Home product for customers,VARIABLE,11.96,12,100000,5000000
311,LoanProd-0311 Home,LoanProd-0311 Home product for customers,VARIABLE,11.77,120,50000,1000000
312,LoanProd-0312 Education,LoanProd-0312 Education product for customers,VARIABLE,9.53,84,10000,1000000
313,LoanProd-0313 Agriculture,LoanProd-0313 Agriculture product for customers,FIXED,8.24,24,10000,5000000
314,LoanProd-0314 Gold,LoanProd-0314 Gold product for customers,VARIABLE,12.8,12,100000,1000000
315,LoanProd-0315 Home,LoanProd-0315 Home product for customers,FIXED,8.95,120,50000,10000000
316,LoanProd-0316 Personal,LoanProd-0316 Personal product for customers,VARIABLE,6.37,84,50000,1000000
317,LoanProd-0317 Agriculture,LoanProd-0317 Agriculture product for customers,FIXED,6.86,36,50000,10000000
318,LoanProd-0318 Personal,LoanProd-0318 Personal product for customers,VARIABLE,9.53,48,50000,500000
319,LoanProd-0319 Home,LoanProd-0319 Home product for customers,VARIABLE,8.34,12,100000,5000000
320,LoanProd-0320 Auto,LoanProd-0320 Auto product for customers,FIXED,10.17,84,50000,5000000
321,LoanProd-0321 Auto,LoanProd-0321 Auto product for customers,VARIABLE,13.06,36,50000,500000
322,LoanProd-0322 Home,LoanProd-0322 Home product for customers,FIXED,11.32,60,200000,10000000
323,LoanProd-0323 Home,LoanProd-0323 Home product for customers,FIXED,8.57,48,50000,500000
324,LoanProd-0324 Education,LoanProd-0324 Education product for customers,VARIABLE,10.84,48,100000,500000
325,LoanProd-0325 Business,LoanProd-0325 Business product for customers,FIXED,12.86,60,10000,10000000
326,LoanProd-0326 Auto,LoanProd-0326 Auto product for customers,FIXED,11.95,84,200000,1000000
327,LoanProd-0327 Agriculture,LoanProd-0327 Agriculture product for customers,FIXED,7.25,60,50000,10000000
328,LoanProd-0328 Gold,LoanProd-0328 Gold product for customers,FIXED,12.29,48,50000,10000000
329,LoanProd-0329 Business,LoanProd-0329 Business product for customers,VARIABLE,6.91,12,100000,1000000
330,LoanProd-0330 Gold,LoanProd-0330 Gold product for customers,VARIABLE,9.9,48,100000,5000000
331,LoanProd-0331 Agriculture,LoanProd-0331 Agriculture product for customers,FIXED,8.99,24,10000,5000000
332,LoanProd-0332 Personal,LoanProd-0332 Personal product for customers,VARIABLE,6.41,120,50000,500000
333,LoanProd-0333 Auto,LoanProd-0333 Auto product for customers,VARIABLE,11.94,60,50000,10000000
334,LoanProd-0334 Gold,LoanProd-0334 Gold product for customers,FIXED,13.1,84,100000,5000000
335,LoanProd-0335 Home,LoanProd-0335 Home product for customers,FIXED,10.76,60,200000,10000000
336,LoanProd-0336 Agriculture,LoanProd-0336 Agriculture product for customers,VARIABLE,6.38,84,10000,5000000
337,LoanProd-0337 Home,LoanProd-0337 Home product for customers,FIXED,8.19,84,200000,5000000
338,LoanProd-0338 Personal,LoanProd-0338 Personal product for customers,FIXED,10.29,84,50000,1000000
339,LoanProd-0339 Agriculture,LoanProd-0339 Agriculture product for customers,VARIABLE,10.33,12,10000,500000
340,LoanProd-0340 Auto,LoanProd-0340 Auto product for customers,FIXED,9.57,12,10000,5000000
341,LoanProd-0341 Home,LoanProd-0341 Home product for customers,FIXED,7.96,48,10000,500000
342,LoanProd-0342 Gold,LoanProd-0342 Gold product for customers,VARIABLE,7.28,12,10000,1000000
343,LoanProd-0343 Gold,LoanProd-0343 Gold product for customers,FIXED,8.89,24,50000,500000
344,LoanProd-0344 Agriculture,LoanProd-0344 Agriculture product for customers,FIXED,11.48,12,200000,500000
345,LoanProd-0345 Education,LoanProd-0345 Education product for customers,VARIABLE,7.78,120,10000,1000000
346,LoanProd-0346 Gold,LoanProd-0346 Gold product for customers,FIXED,11.19,84,200000,1000000
347,LoanProd-0347 Education,LoanProd-0347 Education product for customers,VARIABLE,10.8,48,100000,10000000
348,LoanProd-0348 Business,LoanProd-0348 Business product for customers,VARIABLE,7.47,12,10000,5000000
349,LoanProd-0349 Auto,LoanProd-0349 Auto product for customers,FIXED,8.06,84,10000,500000
350,LoanProd-0350 Business,LoanProd-0350 Business product for customers,FIXED,9.65,48,50000,5000000
351,LoanProd-0351 Gold,LoanProd-0351 Gold product for customers,VARIABLE,12.97,12,100000,500000
352,LoanProd-0352 Auto,LoanProd-0352 Auto product for customers,FIXED,9.67,60,100000,500000
353,LoanProd-0353 Agriculture,LoanProd-0353 Agriculture product for customers,FIXED,13.06,60,10000,5000000
354,LoanProd-0354 Agriculture,LoanProd-0354 Agriculture product for customers,VARIABLE,8.89,36,200000,10000000
355,LoanProd-0355 Auto,LoanProd-0355 Auto product for customers,VARIABLE,8.75,48,10000,1000000
356,LoanProd-0356 Business,LoanProd-0356 Business product for customers,VARIABLE,9.99,24,200000,10000000
357,LoanProd-0357 Education,LoanProd-0357 Education product for customers,FIXED,11.5,84,200000,1000000
358,LoanProd-0358 Agriculture,LoanProd-0358 Agriculture product for customers,VARIABLE,7.92,36,200000,500000
359,LoanProd-0359 Auto,LoanProd-0359 Auto product for customers,VARIABLE,12.12,48,200000,1000000
360,LoanProd-0360 Home,LoanProd-0360 Home product for customers,VARIABLE,8.91,24,200000,500000
361,LoanProd-0361 Auto,LoanProd-0361 Auto product for customers,VARIABLE,11.98,120,10000,1000000
362,LoanProd-0362 Education,LoanProd-0362 Education product for customers,FIXED,7.74,84,100000,10000000
363,LoanProd-0363 Home,LoanProd-0363 Home product for customers,VARIABLE,8.38,48,200000,1000000
364,LoanProd-0364 Business,LoanProd-0364 Business product for customers,VARIABLE,7.64,24,10000,5000000
365,LoanProd-0365 Education,LoanProd-0365 Education product for customers,FIXED,6.57,48,200000,500000
366,LoanProd-0366 Education,LoanProd-0366 Education product for customers,VARIABLE,7.39,84,10000,5000000
367,LoanProd-0367 Auto,LoanProd-0367 Auto product for customers,VARIABLE,10.09,12,200000,10000000
368,LoanProd-0368 Auto,LoanProd-0368 Auto product for customers,VARIABLE,8.1,12,100000,10000000
369,LoanProd-0369 Personal,LoanProd-0369 Personal product for customers,VARIABLE,10.31,60,200000,10000000
370,LoanProd-0370 Home,LoanProd-0370 Home product for customers,FIXED,9.02,60,50000,500000
371,LoanProd-0371 Home,LoanProd-0371 Home product for customers,VARIABLE,10.33,48,50000,10000000
372,LoanProd-0372 Education,LoanProd-0372 Education product for customers,FIXED,11.52,12,100000,1000000
373,LoanProd-0373 Education,LoanProd-0373 Education product for customers,FIXED,12.24,84,10000,1000000
374,LoanProd-0374 Business,LoanProd-0374 Business product for customers,FIXED,9.07,60,50000,5000000
375,LoanProd-0375 Home,LoanProd-0375 Home product for customers,FIXED,13.26,12,200000,1000000
376,LoanProd-0376 Gold,LoanProd-0376 Gold product for customers,FIXED,6.66,48,50000,1000000
377,LoanProd-0377 Gold,LoanProd-0377 Gold product for customers,FIXED,8.25,12,50000,500000
378,LoanProd-0378 Home,LoanProd-0378 Home product for customers,FIXED,9.57,60,200000,500000
379,LoanProd-0379 Agriculture,LoanProd-0379 Agriculture product for customers,VARIABLE,8.68,48,100000,10000000
380,LoanProd-0380 Personal,LoanProd-0380 Personal product for customers,VARIABLE,10.99,12,100000,1000000
381,LoanProd-0381 Agriculture,LoanProd-0381 Agriculture product for customers,FIXED,6.85,12,10000,5000000
382,LoanProd-0382 Gold,LoanProd-0382 Gold product for customers,VARIABLE,12.32,48,100000,500000
383,LoanProd-0383 Gold,LoanProd-0383 Gold product for customers,FIXED,13.96,12,200000,500000
384,LoanProd-0384 Business,LoanProd-0384 Business product for customers,FIXED,11.05,84,100000,10000000
385,LoanProd-0385 Agriculture,LoanProd-0385 Agriculture product for customers,FIXED,6.76,48,50000,500000
386,LoanProd-0386 Auto,LoanProd-0386 Auto product for customers,VARIABLE,13.85,36,100000,10000000
387,LoanProd-0387 Agriculture,LoanProd-0387 Agriculture product for customers,FIXED,11.96,120,200000,500000
388,LoanProd-0388 Business,LoanProd-0388 Business product for customers,VARIABLE,10.87,24,200000,500000
389,LoanProd-0389 Home,LoanProd-0389 Home product for customers,FIXED,10.2,84,10000,10000000
390,LoanProd-0390 Gold,LoanProd-0390 Gold product for customers,FIXED,11.58,12,50000,500000
391,LoanProd-0391 Business,LoanProd-0391 Business product for customers,FIXED,9.41,48,100000,1000000
392,LoanProd-0392 Agriculture,LoanProd-0392 Agriculture product for customers,FIXED,6.92,24,50000,10000000
393,LoanProd-0393 Home,LoanProd-0393 Home product for customers,FIXED,6.62,60,100000,5000000
394,LoanProd-0394 Gold,LoanProd-0394 Gold product for customers,FIXED,12.03,12,100000,500000
395,LoanProd-0395 Auto,LoanProd-0395 Auto product for customers,VARIABLE,11.38,60,100000,5000000
396,LoanProd-0396 Personal,LoanProd-0396 Personal product for customers,VARIABLE,10.03,36,200000,1000000
397,LoanProd-0397 Education,LoanProd-0397 Education product for customers,FIXED,7.23,120,100000,1000000
398,LoanProd-0398 Gold,LoanProd-0398 Gold product for customers,FIXED,7.16,36,100000,500000
399,LoanProd-0399 Business,LoanProd-0399 Business product for customers,VARIABLE,6.56,60,50000,5000000
400,LoanProd-0400 Gold,LoanProd-0400 Gold product for customers,FIXED,11.03,120,100000,10000000
401,LoanProd-0401 Agriculture,LoanProd-0401 Agriculture product for customers,VARIABLE,13.18,12,50000,1000000
402,LoanProd-0402 Business,LoanProd-0402 Business product for customers,FIXED,6.97,60,200000,1000000
403,LoanProd-0403 Gold,LoanProd-0403 Gold product for customers,VARIABLE,8.86,12,50000,5000000
404,LoanProd-0404 Personal,LoanProd-0404 Personal product for customers,FIXED,6.75,48,50000,500000
405,LoanProd-0405 Gold,LoanProd-0405 Gold product for customers,FIXED,6.07,120,200000,10000000
406,LoanProd-0406 Gold,LoanProd-0406 Gold product for customers,VARIABLE,12.2,60,10000,10000000
407,LoanProd-0407 Education,LoanProd-0407 Education product for customers,VARIABLE,8.9,120,200000,1000000
408,LoanProd-0408 Education,LoanProd-0408 Education product for customers,VARIABLE,13.32,12,50000,500000
409,LoanProd-0409 Business,LoanProd-0409 Business product for customers,VARIABLE,11.09,24,100000,500000
410,LoanProd-0410 Business,LoanProd-0410 Business product for customers,VARIABLE,10.07,12,50000,1000000
411,LoanProd-0411 Gold,LoanProd-0411 Gold product for customers,VARIABLE,7.54,48,200000,500000
412,LoanProd-0412 Business,LoanProd-0412 Business product for customers,FIXED,6.97,84,50000,5000000
413,LoanProd-0413 Home,LoanProd-0413 Home product for customers,FIXED,8.45,84,50000,1000000
414,LoanProd-0414 Education,LoanProd-0414 Education product for customers,VARIABLE,6.75,60,50000,500000
415,LoanProd-0415 Business,LoanProd-0415 Business product for customers,FIXED,7.48,24,200000,5000000
416,LoanProd-0416 Personal,LoanProd-0416 Personal product for customers,FIXED,6.75,60,10000,5000000
417,LoanProd-0417 Personal,LoanProd-0417 Personal product for customers,VARIABLE,7.35,120,100000,1000000
418,LoanProd-0418 Education,LoanProd-0418 Education product for customers,FIXED,7.26,36,50000,5000000
419,LoanProd-0419 Home,LoanProd-0419 Home product for customers,VARIABLE,9.51,36,10000,500000
420,LoanProd-0420 Education,LoanProd-0420 Education product for customers,VARIABLE,11.26,36,200000,5000000
421,LoanProd-0421 Home,LoanProd-0421 Home product for customers,VARIABLE,6.82,48,100000,1000000
422,LoanProd-0422 Gold,LoanProd-0422 Gold product for customers,FIXED,13.18,48,10000,5000000
423,LoanProd-0423 Personal,LoanProd-0423 Personal product for customers,FIXED,8.4,36,10000,500000
424,LoanProd-0424 Gold,LoanProd-0424 Gold product for customers,FIXED,9.08,12,10000,500000
425,LoanProd-0425 Education,LoanProd-0425 Education product for customers,FIXED,8.55,36,100000,1000000
426,LoanProd-0426 Education,LoanProd-0426 Education product for customers,FIXED,6.28,24,50000,10000000
427,LoanProd-0427 Business,LoanProd-0427 Business product for customers,VARIABLE,9.46,84,200000,1000000
428,LoanProd-0428 Agriculture,LoanProd-0428 Agriculture product for customers,FIXED,10.56,24,50000,10000000
429,LoanProd-0429 Home,LoanProd-0429 Home product for customers,VARIABLE,6.74,12,50000,500000
430,LoanProd-0430 Agriculture,LoanProd-0430 Agriculture product for customers,FIXED,12.27,36,50000,5000000
431,LoanProd-0431 Education,LoanProd-0431 Education product for customers,FIXED,8.35,48,200000,1000000
432,LoanProd-0432 Gold,LoanProd-0432 Gold product for customers,FIXED,8.16,24,50000,5000000
433,LoanProd-0433 Education,LoanProd-0433 Education product for customers,FIXED,13.62,36,50000,10000000
434,LoanProd-0434 Personal,LoanProd-0434 Personal product for customers,FIXED,13.51,84,200000,10000000
435,LoanProd-0435 Gold,LoanProd-0435 Gold product for customers,VARIABLE,11.85,60,200000,5000000
436,LoanProd-0436 Agriculture,LoanProd-0436 Agriculture product for customers,VARIABLE,7.41,24,50000,10000000
437,LoanProd-0437 Gold,LoanProd-0437 Gold product for customers,FIXED,10.44,36,10000,10000000
438,LoanProd-0438 Personal,LoanProd-0438 Personal product for customers,FIXED,8.72,120,10000,5000000
439,LoanProd-0439 Auto,LoanProd-0439 Auto product for customers,VARIABLE,10.87,48,10000,1000000
440,LoanProd-0440 Gold,LoanProd-0440 Gold product for customers,VARIABLE,12.45,60,200000,5000000
441,LoanProd-0441 Personal,LoanProd-0441 Personal product for customers,FIXED,8.58,12,200000,10000000
442,LoanProd-0442 Personal,LoanProd-0442 Personal product for customers,FIXED,8.07,12,50000,500000
443,LoanProd-0443 Home,LoanProd-0443 Home product for customers,VARIABLE,8.19,60,200000,1000000
444,LoanProd-0444 Personal,LoanProd-0444 Personal product for customers,VARIABLE,11.92,60,200000,10000000
445,LoanProd-0445 Gold,LoanProd-0445 Gold product for customers,VARIABLE,9.44,60,100000,10000000
446,LoanProd-0446 Home,LoanProd-0446 Home product for customers,VARIABLE,11.61,48,10000,10000000
447,LoanProd-0447 Gold,LoanProd-0447 Gold product for customers,FIXED,6.68,36,200000,500000
448,LoanProd-0448 Home,LoanProd-0448 Home product for customers,FIXED,13.71,24,100000,10000000
449,LoanProd-0449 Home,LoanProd-0449 Home product for customers,VARIABLE,9.14,120,100000,10000000
450,LoanProd-0450 Business,LoanProd-0450 Business product for customers,VARIABLE,6.0,36,10000,10000000
451,LoanProd-0451 Home,LoanProd-0451 Home product for customers,FIXED,9.07,84,100000,5000000
452,LoanProd-0452 Gold,LoanProd-0452 Gold product for customers,FIXED,7.64,84,50000,5000000
453,LoanProd-0453 Gold,LoanProd-0453 Gold product for customers,VARIABLE,10.6,36,10000,5000000
454,LoanProd-0454 Personal,LoanProd-0454 Personal product for customers,FIXED,11.17,120,200000,10000000
455,LoanProd-0455 Agriculture,LoanProd-0455 Agriculture product for customers,FIXED,9.88,36,10000,1000000
456,LoanProd-0456 Agriculture,LoanProd-0456 Agriculture product for customers,VARIABLE,13.21,120,200000,500000
457,LoanProd-0457 Business,LoanProd-0457 Business product for customers,FIXED,13.2,120,200000,500000
458,LoanProd-0458 Personal,LoanProd-0458 Personal product for customers,FIXED,12.76,36,10000,1000000
459,LoanProd-0459 Gold,LoanProd-0459 Gold product for customers,VARIABLE,12.97,48,200000,1000000
460,LoanProd-0460 Agriculture,LoanProd-0460 Agriculture product for customers,VARIABLE,13.0,36,10000,10000000
461,LoanProd-0461 Agriculture,LoanProd-0461 Agriculture product for customers,FIXED,10.14,36,50000,10000000
462,LoanProd-0462 Agriculture,LoanProd-0462 Agriculture product for customers,FIXED,11.37,24,100000,5000000
463,LoanProd-0463 Auto,LoanProd-0463 Auto product for customers,FIXED,11.76,12,10000,500000
464,LoanProd-0464 Agriculture,LoanProd-0464 Agriculture product for customers,FIXED,9.51,60,200000,5000000
465,LoanProd-0465 Home,LoanProd-0465 Home product for customers,FIXED,6.01,36,100000,1000000
466,LoanProd-0466 Agriculture,LoanProd-0466 Agriculture product for customers,VARIABLE,9.68,60,200000,10000000
467,LoanProd-0467 Home,LoanProd-0467 Home product for customers,FIXED,9.1,48,50000,500000
468,LoanProd-0468 Auto,LoanProd-0468 Auto product for customers,VARIABLE,7.73,36,100000,1000000
469,LoanProd-0469 Education,LoanProd-0469 Education product for customers,VARIABLE,9.22,120,200000,1000000
470,LoanProd-0470 Auto,LoanProd-0470 Auto product for customers,FIXED,10.3,84,50000,1000000
471,LoanProd-0471 Auto,LoanProd-0471 Auto product for customers,VARIABLE,9.52,48,10000,10000000
472,LoanProd-0472 Education,LoanProd-0472 Education product for customers,FIXED,9.59,24,10000,10000000
473,LoanProd-0473 Personal,LoanProd-0473 Personal product for customers,VARIABLE,12.93,48,200000,10000000
474,LoanProd-0474 Auto,LoanProd-0474 Auto product for customers,VARIABLE,13.12,48,50000,10000000
475,LoanProd-0475 Business,LoanProd-0475 Business product for customers,VARIABLE,11.57,60,200000,10000000
476,LoanProd-0476 Personal,LoanProd-0476 Personal product for customers,VARIABLE,13.73,120,100000,5000000
477,LoanProd-0477 Education,LoanProd-0477 Education product for customers,VARIABLE,11.2,36,100000,1000000
478,LoanProd-0478 Gold,LoanProd-0478 Gold product for customers,VARIABLE,12.79,48,200000,5000000
479,LoanProd-0479 Agriculture,LoanProd-0479 Agriculture product for customers,FIXED,13.7,120,50000,10000000
480,LoanProd-0480 Business,LoanProd-0480 Business product for customers,VARIABLE,9.36,48,100000,500000
481,LoanProd-0481 Personal,LoanProd-0481 Personal product for customers,FIXED,6.18,120,200000,10000000
482,LoanProd-0482 Business,LoanProd-0482 Business product for customers,VARIABLE,6.64,60,200000,5000000
483,LoanProd-0483 Auto,LoanProd-0483 Auto product for customers,VARIABLE,6.71,36,200000,1000000
484,LoanProd-0484 Education,LoanProd-0484 Education product for customers,FIXED,6.48,60,10000,500000
485,LoanProd-0485 Education,LoanProd-0485 Education product for customers,FIXED,10.57,36,10000,10000000
486,LoanProd-0486 Personal,LoanProd-0486 Personal product for customers,VARIABLE,8.86,60,50000,1000000
487,LoanProd-0487 Education,LoanProd-0487 Education product for customers,VARIABLE,11.78,36,50000,5000000
488,LoanProd-0488 Education,LoanProd-0488 Education product for customers,VARIABLE,8.92,36,50000,1000000
489,LoanProd-0489 Agriculture,LoanProd-0489 Agriculture product for customers,FIXED,13.53,48,10000,500000
490,LoanProd-0490 Agriculture,LoanProd-0490 Agriculture product for customers,FIXED,8.08,12,10000,500000
491,LoanProd-0491 Home,LoanProd-0491 Home product for customers,FIXED,12.52,60,100000,10000000
492,LoanProd-0492 Home,LoanProd-0492 Home product for customers,FIXED,10.8,120,200000,5000000
493,LoanProd-0493 Home,LoanProd-0493 Home product for customers,FIXED,10.38,84,100000,1000000
494,LoanProd-0494 Education,LoanProd-0494 Education product for customers,VARIABLE,12.3,36,200000,10000000
495,LoanProd-0495 Home,LoanProd-0495 Home product for customers,VARIABLE,11.84,48,200000,10000000
496,LoanProd-0496 Home,LoanProd-0496 Home product for customers,VARIABLE,10.09,84,10000,5000000
497,LoanProd-0497 Education,LoanProd-0497 Education product for customers,VARIABLE,11.86,48,200000,10000000
498,LoanProd-0498 Gold,LoanProd-0498 Gold product for customers,FIXED,11.67,12,100000,1000000
499,LoanProd-0499 Personal,LoanProd-0499 Personal product for customers,VARIABLE,8.74,60,100000,500000
500,LoanProd-0500 Gold,LoanProd-0500 Gold product for customers,FIXED,8.21,24,50000,1000000
501,LoanProd-0501 Home,LoanProd-0501 Home product for customers,FIXED,10.59,24,200000,10000000
502,LoanProd-0502 Personal,LoanProd-0502 Personal product for customers,FIXED,8.52,120,200000,1000000
503,LoanProd-0503 Gold,LoanProd-0503 Gold product for customers,VARIABLE,7.4,24,10000,5000000
504,LoanProd-0504 Home,LoanProd-0504 Home product for customers,VARIABLE,6.54,12,200000,10000000
505,LoanProd-0505 Home,LoanProd-0505 Home product for customers,VARIABLE,9.88,48,50000,1000000
506,LoanProd-0506 Gold,LoanProd-0506 Gold product for customers,FIXED,8.03,84,100000,1000000
507,LoanProd-0507 Personal,LoanProd-0507 Personal product for customers,VARIABLE,8.39,36,50000,500000
508,LoanProd-0508 Auto,LoanProd-0508 Auto product for customers,VARIABLE,10.85,36,10000,500000
509,LoanProd-0509 Education,LoanProd-0509 Education product for customers,FIXED,13.33,24,200000,1000000
510,LoanProd-0510 Agriculture,LoanProd-0510 Agriculture product for customers,VARIABLE,13.94,60,200000,10000000
511,LoanProd-0511 Personal,LoanProd-0511 Personal product for customers,VARIABLE,9.83,12,50000,500000
512,LoanProd-0512 Auto,LoanProd-0512 Auto product for customers,VARIABLE,6.61,84,50000,500000
513,LoanProd-0513 Auto,LoanProd-0513 Auto product for customers,VARIABLE,10.11,24,100000,10000000
514,LoanProd-0514 Agriculture,LoanProd-0514 Agriculture product for customers,VARIABLE,10.28,12,100000,1000000
515,LoanProd-0515 Gold,LoanProd-0515 Gold product for customers,VARIABLE,11.1,84,10000,10000000
516,LoanProd-0516 Gold,LoanProd-0516 Gold product for customers,VARIABLE,8.75,60,10000,5000000
517,LoanProd-0517 Education,LoanProd-0517 Education product for customers,FIXED,13.33,60,200000,5000000
518,LoanProd-0518 Personal,LoanProd-0518 Personal product for customers,FIXED,9.01,36,50000,1000000
519,LoanProd-0519 Gold,LoanProd-0519 Gold product for customers,FIXED,13.54,12,50000,5000000
520,LoanProd-0520 Gold,LoanProd-0520 Gold product for customers,FIXED,10.38,84,10000,500000
521,LoanProd-0521 Auto,LoanProd-0521 Auto product for customers,FIXED,12.55,120,200000,1000000
522,LoanProd-0522 Personal,LoanProd-0522 Personal product for customers,FIXED,11.63,120,50000,5000000
523,LoanProd-0523 Auto,LoanProd-0523 Auto product for customers,FIXED,11.51,36,200000,1000000
524,LoanProd-0524 Agriculture,LoanProd-0524 Agriculture product for customers,FIXED,12.72,84,10000,1000000
525,LoanProd-0525 Home,LoanProd-0525 Home product for customers,VARIABLE,7.24,24,100000,500000
526,LoanProd-0526 Home,LoanProd-0526 Home product for customers,VARIABLE,11.79,12,50000,1000000
527,LoanProd-0527 Home,LoanProd-0527 Home product for customers,VARIABLE,13.06,36,100000,1000000
528,LoanProd-0528 Agriculture,LoanProd-0528 Agriculture product for customers,FIXED,13.62,36,50000,500000
529,LoanProd-0529 Auto,LoanProd-0529 Auto product for customers,FIXED,12.47,36,10000,10000000
530,LoanProd-0530 Business,LoanProd-0530 Business product for customers,FIXED,11.37,12,10000,10000000
531,LoanProd-0531 Personal,LoanProd-0531 Personal product for customers,VARIABLE,11.31,36,100000,10000000
532,LoanProd-0532 Business,LoanProd-0532 Business product for customers,VARIABLE,7.9,120,100000,5000000
533,LoanProd-0533 Personal,LoanProd-0533 Personal product for customers,FIXED,12.26,84,50000,500000
534,LoanProd-0534 Auto,LoanProd-0534 Auto product for customers,VARIABLE,13.51,120,100000,5000000
535,LoanProd-0535 Auto,LoanProd-0535 Auto product for customers,FIXED,9.34,84,10000,500000
536,LoanProd-0536 Home,LoanProd-0536 Home product for customers,VARIABLE,13.77,84,200000,10000000
537,LoanProd-0537 Education,LoanProd-0537 Education product for customers,FIXED,6.14,120,50000,1000000
538,LoanProd-0538 Education,LoanProd-0538 Education product for customers,VARIABLE,7.07,84,10000,10000000
539,LoanProd-0539 Gold,LoanProd-0539 Gold product for customers,FIXED,9.34,60,50000,1000000
540,LoanProd-0540 Education,LoanProd-0540 Education product for customers,FIXED,11.06,48,100000,10000000
541,LoanProd-0541 Auto,LoanProd-0541 Auto product for customers,VARIABLE,12.69,60,200000,1000000
542,LoanProd-0542 Home,LoanProd-0542 Home product for customers,FIXED,11.05,48,10000,500000
543,LoanProd-0543 Home,LoanProd-0543 Home product for customers,VARIABLE,10.55,24,100000,10000000
544,LoanProd-0544 Auto,LoanProd-0544 Auto product for customers,FIXED,10.41,48,10000,1000000
545,LoanProd-0545 Auto,LoanProd-0545 Auto product for customers,FIXED,6.24,84,200000,5000000
546,LoanProd-0546 Gold,LoanProd-0546 Gold product for customers,VARIABLE,10.93,84,50000,5000000
547,LoanProd-0547 Agriculture,LoanProd-0547 Agriculture product for customers,FIXED,10.45,12,50000,5000000
548,LoanProd-0548 Home,LoanProd-0548 Home product for customers,VARIABLE,8.68,84,10000,5000000
549,LoanProd-0549 Education,LoanProd-0549 Education product for customers,FIXED,11.65,24,200000,500000
550,LoanProd-0550 Agriculture,LoanProd-0550 Agriculture product for customers,VARIABLE,6.35,60,10000,1000000
551,LoanProd-0551 Agriculture,LoanProd-0551 Agriculture product for customers,FIXED,8.1,48,100000,5000000
552,LoanProd-0552 Business,LoanProd-0552 Business product for customers,VARIABLE,9.61,120,200000,5000000
